Тикер;Шаг цены;Комиссия;Начало периода;Конец периода;Индекс начала периода;Индекс конца периода;Полное название стратегии;Сокращенное название стратегии;Описание стратегии
RTS.F;10;2.5;18 12 2020;17 06 2021;16;17;Обратная MonkeyN;Обратная MonkeyN;[ Обратная | MonkeyN | Тип закрытия: FixPercect | N: 100 | Stop: 100 | Уровень ранзака: 3 | % Закрытия: 100 | Фильтр вне ранзака: False | Фильтр выше-ниже: True | Динамический стоп: True ]

Направление;Тип закрытия;Индекс входа;Индекс выхода;Цена входа;Цена выхода;Причина входа;Причина выхода
S;Stop;120310780;120311006;141230;141230;;;
S;Stop;120311004;120311106;141210;141310;;;
S;SoftwareClose;120310472;120311187;141400;141230;Фиксированная 1;;
S;Stop;120311466;120311648;141460;141560;;;
B;Stop;120311412;120311745;141440;141440;;;
B;Stop;120311724;120311748;141530;141430;;;
S;Stop;120311820;120311862;141410;141510;;;
S;Stop;120311976;120312102;141490;141590;;;
B;Stop;120312289;120312476;141630;141630;;;
B;Stop;120312468;120312582;141650;141550;;;
B;SoftwareClose;120312659;120312788;141570;141630;Фиксированная 4;;
B;SoftwareClose;120312161;120312788;141500;141630;Фиксированная 3;;
B;SoftwareClose;120311906;120312788;141470;141630;Фиксированная 2;;
B;SoftwareClose;120311168;120312788;141270;141630;Фиксированная 1;;
S;Stop;120312618;120312977;141620;141620;;;
S;Stop;120312940;120313091;141550;141650;;;
S;Stop;120312396;120313243;141680;141680;;;
S;Stop;120313224;120313262;141630;141730;;;
B;Stop;120313133;120313436;141560;141560;;;
B;Stop;120313365;120313437;141650;141550;;;
B;Stop;120315469;120315644;141130;141030;;;
S;Stop;120315933;120316017;140950;141050;;;
B;Stop;120316132;120316548;140980;140980;;;
S;Stop;120316395;120316674;141010;141110;;;
B;Stop;120316759;120316802;141090;140990;;;
B;Stop;120316522;120316802;140990;140990;;;
S;Stop;120317034;120317229;140970;141070;;;
S;Stop;120316857;120317229;141070;141070;;;
B;Stop;120317277;120317305;140970;140870;;;
S;Stop;120317362;120317631;140940;140960;;;
S;Stop;120317630;120317669;140950;141050;;;
B;Stop;120318067;120318243;141110;141010;;;
B;Stop;120318354;120318428;141040;140940;;;
B;Stop;120317448;120318455;140930;140930;;;
S;Stop;120318537;120318700;141030;141030;;;
S;Stop;120318310;120318756;141080;141080;;;
S;Stop;120318689;120318758;141000;141100;;;
S;SoftwareClose;120313623;120318906;141500;141180;Фиксированная 1;;
S;Stop;120319301;120319516;141280;141380;;;
B;Stop;120319752;120319875;141420;141320;;;
B;Stop;120320010;120320097;141350;141250;;;
B;Stop;120319215;120320099;141230;141230;;;
S;Stop;120320154;120320239;141320;141320;;;
B;SoftwareClose;120320310;120320455;141240;141260;Фиксированная 1;;
S;Stop;120321003;120321061;141050;141150;;;
S;Stop;120320805;120321061;141150;141150;;;
S;Stop;120321223;120321362;141130;141230;;;
S;Stop;120320423;120321427;141270;141270;;;
S;Stop;120320227;120321442;141310;141310;;;
S;Stop;120319929;120321795;141380;141380;;;
B;Stop;120321915;120322018;141390;141290;;;
B;SoftwareClose;120321676;120322019;141270;141300;Фиксированная 2;;
B;SoftwareClose;120321144;120322019;141090;141300;Фиксированная 1;;
S;Stop;120322300;120322406;141270;141370;;;
B;Stop;120322954;120323073;141540;141440;;;
S;Stop;120323123;120323197;141520;141620;;;
B;Stop;120324323;120324672;141790;141690;;;
S;Stop;120324488;120325114;141810;141810;;;
S;Stop;120324842;120325122;141720;141820;;;
B;Stop;120324971;120325333;141700;141700;;;
B;Stop;120325260;120325356;141750;141650;;;
B;SoftwareClose;120323336;120325357;141600;141660;Фиксированная 1;;
S;Stop;120325598;120325765;141660;141660;;;
S;Stop;120325763;120325893;141640;141740;;;
B;Stop;120325964;120326195;141650;141550;;;
S;Stop;120326283;120326379;141620;141720;;;
B;Stop;120326440;120326661;141620;141620;;;
B;Stop;120326634;120326784;141640;141540;;;
S;Stop;120327447;120327725;141370;141370;;;
S;Stop;120327692;120328062;141320;141320;;;
S;Stop;120328061;120328196;141310;141410;;;
S;SoftwareClose;120326911;120328197;141630;141390;Фиксированная 2;;
S;SoftwareClose;120326529;120328197;141710;141390;Фиксированная 1;;
B;Stop;120328601;120329227;141530;141530;;;
B;Stop;120329082;120329284;141580;141480;;;
S;Stop;120328694;120329462;141600;141600;;;
S;Stop;120329448;120329736;141560;141560;;;
S;Stop;120329690;120329899;141510;141610;;;
B;Stop;120330349;120330628;141650;141650;;;
B;SoftwareClose;120330613;120330697;141680;141680;Фиксированная 4;;
B;SoftwareClose;120329969;120330697;141570;141680;Фиксированная 3;;
B;SoftwareClose;120329520;120330697;141500;141680;Фиксированная 2;;
B;SoftwareClose;120327805;120330697;141290;141680;Фиксированная 1;;
S;Stop;120330923;120330973;141620;141720;;;
B;Stop;120332164;120332346;141870;141770;;;
B;Stop;120331323;120332400;141730;141730;;;
B;Stop;120331130;120332677;141650;141650;;;
S;Stop;120332984;120333432;141720;141720;;;
B;Stop;120333471;120333593;141640;141540;;;
B;Stop;120335862;120336065;141200;141100;;;
S;Stop;120336787;120337228;140910;140910;;;
S;Stop;120337200;120337391;140860;140960;;;
S;Stop;120336580;120337484;140990;140990;;;
S;SoftwareClose;120338110;120338193;141130;141030;Фиксированная 5;;
S;SoftwareClose;120335358;120338193;141230;141030;Фиксированная 4;;
S;SoftwareClose;120333778;120338193;141570;141030;Фиксированная 3;;
S;SoftwareClose;120333273;120338193;141700;141030;Фиксированная 2;;
S;SoftwareClose;120332478;120338193;141790;141030;Фиксированная 1;;
S;Stop;120338228;120338292;141120;141220;;;
B;Stop;120338508;120338550;141190;141090;;;
B;Stop;120337995;120338620;141060;141060;;;
S;Stop;120339027;120339211;141010;141110;;;
B;Stop;120339296;120339424;141060;140960;;;
S;Stop;120339545;120339705;141020;141120;;;
B;Stop;120339970;120340399;141140;141140;;;
B;Stop;120340387;120340533;141160;141060;;;
S;Stop;120340499;120340660;141180;141180;;;
S;Stop;120340622;120340684;141100;141200;;;
S;Stop;120342384;120342777;141770;141770;;;
B;Stop;120342088;120342995;141710;141610;;;
S;Stop;120342715;120343351;141730;141730;;;
S;Stop;120343123;120343356;141680;141780;;;
B;Stop;120343789;120344061;141810;141710;;;
B;Stop;120343503;120344062;141700;141700;;;
S;Stop;120344113;120344427;141780;141780;;;
S;Stop;120344421;120344520;141740;141840;;;
S;Stop;120343929;120344520;141840;141840;;;
B;Stop;120344581;120344702;141780;141680;;;
B;SoftwareClose;120343224;120344855;141620;141810;Фиксированная 3;;
B;SoftwareClose;120341222;120344855;141380;141810;Фиксированная 2;;
B;SoftwareClose;120340790;120344855;141140;141810;Фиксированная 1;;
B;Stop;120344895;120344961;141720;141620;;;
S;Stop;120345085;120345731;141710;141710;;;
S;Stop;120345493;120345755;141630;141730;;;
S;Stop;120344838;120345853;141780;141780;;;
B;Stop;120345901;120346005;141690;141590;;;
S;Stop;120346282;120346408;141510;141610;;;
B;Stop;120346489;120346829;141530;141530;;;
B;Stop;120346689;120346897;141560;141460;;;
S;Stop;120347167;120347335;141460;141560;;;
B;Stop;120348372;120348672;141740;141640;;;
B;Stop;120349094;120349387;141700;141600;;;
B;Stop;120347862;120349387;141600;141600;;;
S;Stop;120348756;120349640;141720;141720;;;
S;Stop;120349579;120349646;141650;141750;;;
B;Stop;120350378;120350561;141870;141770;;;
B;Stop;120349780;120350639;141700;141700;;;
S;Stop;120350883;120351043;141700;141800;;;
B;Stop;120351362;120351398;141780;141680;;;
B;SoftwareClose;120347424;120351399;141480;141690;Фиксированная 1;;
S;Stop;120352324;120352425;141280;141380;;;
S;Stop;120352703;120352778;141350;141450;;;
B;Stop;120352560;120352871;141330;141330;;;
S;Stop;120352893;120352957;141430;141530;;;
B;Stop;120353351;120353534;141550;141450;;;
S;Stop;120353603;120353665;141510;141610;;;
S;Stop;120351655;120353778;141690;141690;;;
B;Stop;120353965;120354038;141630;141530;;;
B;Stop;120352856;120354271;141380;141380;;;
S;Stop;120354556;120354742;141330;141330;;;
S;Stop;120354732;120354964;141290;141390;;;
S;Stop;120356767;120356899;142190;142290;;;
S;Stop;120357573;120357726;142440;142540;;;
B;Stop;120360220;120360277;143660;143560;;;
S;Stop;120360712;120360882;143480;143480;;;
S;Stop;120360523;120360989;143520;143520;;;
S;Stop;120360838;120361004;143440;143540;;;
B;Stop;120361463;120361596;143690;143690;;;
B;Stop;120361414;120361597;143680;143680;;;
B;Stop;120361580;120361648;143700;143600;;;
B;Stop;120361073;120361874;143530;143530;;;
B;Stop;120361859;120361893;143610;143510;;;
B;Stop;120362167;120362484;143330;143320;;;
B;SoftwareClose;120362481;120362563;143330;143270;Фиксированная 7;;
B;SoftwareClose;120359131;120362563;143090;143270;Фиксированная 6;;
B;SoftwareClose;120357381;120362563;142370;143270;Фиксированная 5;;
B;SoftwareClose;120356998;120362563;142240;143270;Фиксированная 4;;
B;SoftwareClose;120356423;120362563;142180;143270;Фиксированная 3;;
B;SoftwareClose;120355445;120362563;141700;143270;Фиксированная 2;;
B;SoftwareClose;120354620;120362563;141260;143270;Фиксированная 1;;
S;Stop;120362099;120362658;143360;143360;;;
S;Stop;120362653;120362981;143350;143350;;;
S;Stop;120362980;120363075;143340;143440;;;
S;Stop;120361766;120363341;143690;143690;;;
B;Stop;120364524;120364613;144200;144100;;;
B;Stop;120364334;120364660;144080;144080;;;
S;Stop;120365011;120365100;143880;143880;;;
B;SoftwareClose;120363662;120365110;143690;143900;Фиксированная 2;;
B;SoftwareClose;120363419;120365110;143610;143900;Фиксированная 1;;
B;Stop;120365139;120365217;143810;143710;;;
S;Stop;120365398;120365541;143680;143680;;;
S;Stop;120365449;120365827;143660;143760;;;
S;Stop;120365092;120366071;143850;143850;;;
S;Stop;120365957;120366074;143760;143860;;;
B;SoftwareClose;120365912;120366440;143720;143850;Фиксированная 2;;
B;SoftwareClose;120365593;120366440;143620;143850;Фиксированная 1;;
S;SoftwareClose;120366436;120366756;143870;143900;Фиксированная 1;;
B;Stop;120367874;120367947;143850;143750;;;
S;Stop;120368302;120368663;143660;143660;;;
S;Stop;120368616;120368726;143620;143720;;;
S;Stop;120369241;120369294;143900;144000;;;
B;Stop;120369773;120369813;144140;144040;;;
B;Stop;120369119;120369960;143880;143880;;;
B;SoftwareClose;120368837;120370131;143730;143900;Фиксированная 1;;
S;Stop;120370124;120370311;143900;143900;;;
S;Stop;120370283;120370348;143840;143940;;;
B;Stop;120370412;120370554;143890;143790;;;
S;Stop;120370688;120370951;143810;143910;;;
B;Stop;120371022;120371344;143830;143830;;;
B;Stop;120371304;120371378;143870;143770;;;
S;Stop;120371481;120371600;143830;143930;;;
S;Stop;120371701;120371887;143920;144020;;;
S;Stop;120372058;120372179;144020;144120;;;
B;Stop;120372002;120372500;143990;143990;;;
S;Stop;120372541;120372610;144090;144190;;;
B;Stop;120373025;120373158;144290;144190;;;
S;Stop;120373241;120373381;144250;144350;;;
S;Stop;120373876;120373935;144430;144530;;;
S;Stop;120374143;120374387;144500;144600;;;
B;Stop;120374765;120374864;144640;144540;;;
B;Stop;120374058;120374950;144470;144470;;;
S;Stop;120375023;120375294;144550;144650;;;
S;Stop;120375483;120375682;144610;144710;;;
S;Stop;120375961;120375988;144680;144780;;;
B;Stop;120376108;120376261;144770;144670;;;
B;Stop;120375804;120376265;144630;144630;;;
B;Stop;120376796;120376965;144840;144840;;;
B;Stop;120376960;120377171;144850;144750;;;
S;Stop;120377405;120377650;144790;144790;;;
B;SoftwareClose;120375373;120377756;144570;144760;Фиксированная 5;;
B;SoftwareClose;120373580;120377756;144390;144760;Фиксированная 4;;
B;SoftwareClose;120372320;120377756;144070;144760;Фиксированная 3;;
B;SoftwareClose;120371775;120377756;143900;144760;Фиксированная 2;;
B;SoftwareClose;120371633;120377756;143870;144760;Фиксированная 1;;
S;Stop;120377599;120378217;144760;144760;;;
S;Stop;120378126;120378256;144670;144770;;;
B;Stop;120378411;120378530;144710;144610;;;
S;Stop;120378584;120378771;144710;144710;;;
S;Stop;120378755;120378861;144690;144790;;;
B;Stop;120379193;120379612;144800;144700;;;
S;Stop;120380377;120380599;144410;144510;;;
S;Stop;120379816;120381174;144770;144770;;;
B;Stop;120381038;120381287;144620;144620;;;
S;SoftwareClose;120379493;120381297;144810;144610;Фиксированная 1;;
S;Stop;120381361;120381977;144680;144820;;;
B;SoftwareClose;120381248;120381989;144670;144860;Фиксированная 2;;
B;SoftwareClose;120380773;120381989;144530;144860;Фиксированная 1;;
B;Stop;120382032;120382173;144770;144670;;;
S;Stop;120382207;120382314;144750;144850;;;
S;Stop;120382490;120382643;144910;145010;;;
S;Stop;120382927;120382954;145060;145160;;;
B;Stop;120383312;120383466;145240;145140;;;
S;Stop;120383511;120383579;145220;145320;;;
B;Stop;120383659;120383737;145230;145130;;;
B;Stop;120383930;120384064;145170;145170;;;
B;Stop;120384059;120384111;145200;145100;;;
S;Stop;120383772;120384426;145220;145220;;;
S;Stop;120384209;120384433;145150;145250;;;
S;Stop;120384670;120384730;145230;145330;;;
B;Stop;120385678;120385847;145540;145540;;;
B;Stop;120385825;120385954;145560;145560;;;
B;Stop;120387017;120387173;145830;145730;;;
B;Stop;120386359;120387270;145670;145670;;;
S;Stop;120387399;120387494;145710;145810;;;
S;Stop;120387142;120387762;145850;145850;;;
S;Stop;120387599;120387861;145800;145900;;;
B;Stop;120388038;120388333;145880;145780;;;
S;Stop;120388452;120388633;145850;145950;;;
S;Stop;120389220;120389322;146130;146230;;;
B;Stop;120389163;120391656;146090;145930;;;
B;Stop;120391825;120391840;145920;145820;;;
B;SoftwareClose;120387562;120391841;145740;145830;Фиксированная 7;;
B;SoftwareClose;120385953;120391841;145570;145830;Фиксированная 6;;
B;SoftwareClose;120385450;120391841;145450;145830;Фиксированная 5;;
B;SoftwareClose;120385129;120391841;145380;145830;Фиксированная 4;;
B;SoftwareClose;120384514;120391841;145200;145830;Фиксированная 3;;
B;SoftwareClose;120382763;120391841;145030;145830;Фиксированная 2;;
B;SoftwareClose;120382437;120391841;144850;145830;Фиксированная 1;;
B;Stop;120392024;120392101;145850;145750;;;
S;Stop;120392555;120392806;145640;145740;;;
B;Stop;120392840;120393021;145650;145650;;;
B;Stop;120392656;120393110;145620;145620;;;
B;Stop;120393014;120393119;145670;145570;;;
B;Stop;120393382;120393481;145590;145490;;;
S;Stop;120393593;120393658;145520;145620;;;
S;Stop;120393267;120393665;145650;145650;;;
S;Stop;120393871;120393915;145700;145800;;;
S;Stop;120392185;120393915;145800;145800;;;
S;SoftwareClose;120391929;120393916;145860;145790;Фиксированная 2;;
S;SoftwareClose;120391784;120393916;146000;145790;Фиксированная 1;;
S;Stop;120394392;120394529;145850;145950;;;
S;Stop;120394923;120394987;146010;146110;;;
B;Stop;120395192;120395361;146100;146000;;;
B;Stop;120394756;120395361;146000;146000;;;
B;Stop;120394221;120395650;145840;145840;;;
S;Stop;120395723;120395902;145930;146030;;;
S;Stop;120395454;120395902;146030;146030;;;
B;Stop;120395963;120396135;145980;145980;;;
B;Stop;120395840;120396178;145910;145910;;;
B;Stop;120396134;120396184;145990;145890;;;
S;Stop;120396312;120396701;145910;145910;;;
S;Stop;120396648;120396722;145860;145960;;;
S;Stop;120396076;120396819;146020;146020;;;
B;Stop;120396583;120396948;145830;145830;;;
B;Stop;120396861;120396949;145920;145820;;;
B;SoftwareClose;120393810;120396950;145620;145830;Фиксированная 1;;
S;Stop;120397371;120397650;145710;145810;;;
B;Stop;120397533;120397763;145690;145690;;;
B;Stop;120397446;120397791;145660;145660;;;
S;Stop;120397820;120397881;145740;145840;;;
B;Stop;120397729;120397965;145730;145730;;;
S;Stop;120398057;120398139;145780;145880;;;
B;Stop;120398407;120398549;145860;145760;;;
B;Stop;120397946;120398558;145740;145740;;;
B;Stop;120398721;120398781;145790;145690;;;
S;Stop;120398590;120399035;145810;145810;;;
B;Stop;120399121;120399163;145730;145630;;;
S;Stop;120398912;120399213;145740;145740;;;
S;Stop;120399212;120399246;145730;145830;;;
S;Stop;120399980;120400455;146050;146050;;;
S;Stop;120400143;120400506;146010;146110;;;
B;Stop;120399767;120400691;145990;145990;;;
B;Stop;120400666;120400731;146050;145950;;;
B;SoftwareClose;120399394;120400732;145800;145970;Фиксированная 1;;
B;Stop;120401094;120401221;145760;145760;;;
S;Stop;120401002;120401564;145850;145850;;;
S;Stop;120401445;120401635;145800;145900;;;
B;Stop;120401881;120402216;145980;145980;;;
B;Stop;120402182;120402584;146000;145900;;;
S;Stop;120402684;120402999;145980;146080;;;
B;Stop;120403054;120403464;146000;146000;;;
B;Stop;120403430;120403519;146080;145980;;;
S;Stop;120403606;120403684;146060;146160;;;
B;Stop;120403784;120404037;146100;146100;;;
B;Stop;120403991;120404103;146130;146030;;;
B;SoftwareClose;120401208;120404150;145790;145940;Фиксированная 1;;
B;Stop;120404735;120404847;145860;145760;;;
S;Stop;120404996;120405153;145810;145810;;;
S;Stop;120405140;120405309;145780;145880;;;
S;Stop;120404549;120405374;145940;145940;;;
B;Stop;120405486;120405675;145860;145860;;;
B;Stop;120405665;120405793;145900;145800;;;
S;Stop;120406477;120406702;145690;145790;;;
B;Stop;120406732;120406797;145690;145590;;;
S;Stop;120407297;120407572;145360;145460;;;
B;Stop;120407497;120407885;145340;145340;;;
B;Stop;120407651;120407987;145380;145280;;;
S;Stop;120408118;120408414;145330;145330;;;
B;Stop;120408225;120408470;145300;145200;;;
S;Stop;120408655;120408853;145190;145290;;;
S;SoftwareClose;120408403;120408854;145320;145280;Фиксированная 2;;
S;SoftwareClose;120405915;120408854;145830;145280;Фиксированная 1;;
B;Stop;120408980;120409629;145240;145140;;;
S;Stop;120409157;120409882;145280;145280;;;
S;Stop;120409704;120409885;145190;145290;;;
B;Stop;120410135;120410239;145350;145250;;;
S;Stop;120410528;120410817;145170;145270;;;
